Year,State,Cases,Disease,Population,Population Density
2023,South Carolina,100930927,Syphilis,5118425.0,170.2
2000,South Dakota,0,Syphilis,754844.0,10.0
2001,South Dakota,1,Syphilis,754844.0,10.0
2002,South Dakota,0,Syphilis,754844.0,10.0
2003,South Dakota,32,Syphilis,754844.0,10.0
2004,South Dakota,0,Syphilis,754844.0,10.0
2005,South Dakota,2,Syphilis,754844.0,10.0
2006,South Dakota,613,Syphilis,754844.0,10.0
2007,South Dakota,47,Syphilis,754844.0,10.0
2008,South Dakota,31,Syphilis,754844.0,10.0
2009,South Dakota,20,Syphilis,754844.0,10.0
2010,South Dakota,4,Syphilis,814180.0,10.7
2011,South Dakota,0,Syphilis,814180.0,10.7
2012,South Dakota,318,Syphilis,814180.0,10.7
2013,South Dakota,544,Syphilis,814180.0,10.7
2014,South Dakota,32353,Syphilis,814180.0,10.7
2015,South Dakota,1139,Syphilis,814180.0,10.7
2016,South Dakota,21426,Syphilis,814180.0,10.7
2017,South Dakota,31933,Syphilis,814180.0,10.7
2018,South Dakota,1941,Syphilis,814180.0,10.7
2019,South Dakota,2848,Syphilis,814180.0,10.7
2020,South Dakota,43866,Syphilis,886667.0,11.7
2021,South Dakota,16353436,Syphilis,886667.0,11.7
2022,South Dakota,40730767,Syphilis,886667.0,11.7
2023,South Dakota,54706675,Syphilis,886667.0,11.7
2000,Tennessee,25627532,Syphilis,5689283.0,138.0
2001,Tennessee,14553331,Syphilis,5689283.0,138.0
2002,Tennessee,10390168,Syphilis,5689283.0,138.0
2003,Tennessee,7228135,Syphilis,5689283.0,138.0
2004,Tennessee,9206130,Syphilis,5689283.0,138.0
2005,Tennessee,4203217,Syphilis,5689283.0,138.0
2006,Tennessee,6233249,Syphilis,5689283.0,138.0
2007,Tennessee,4304367,Syphilis,5689283.0,138.0
2008,Tennessee,11312413,Syphilis,5689283.0,138.0
2009,Tennessee,13333403,Syphilis,5689283.0,138.0
2010,Tennessee,11363277,Syphilis,6346105.0,153.9
2011,Tennessee,8256278,Syphilis,6346105.0,153.9
2012,Tennessee,2255266,Syphilis,6346105.0,153.9
2013,Tennessee,2267214,Syphilis,6346105.0,153.9
2014,Tennessee,2236237,Syphilis,6346105.0,153.9
2015,Tennessee,5312349,Syphilis,6346105.0,153.9
2016,Tennessee,8337390,Syphilis,6346105.0,153.9
2017,Tennessee,10412488,Syphilis,6346105.0,153.9
2018,Tennessee,13472553,Syphilis,6346105.0,153.9
2019,Tennessee,13639676,Syphilis,6346105.0,153.9
2020,Tennessee,31686767,Syphilis,6910840.0,167.6
2021,Tennessee,40839952,Syphilis,6910840.0,167.6
2022,Tennessee,112660888,Syphilis,6910840.0,167.6
2023,Tennessee,105588822,Syphilis,6910840.0,167.6
2000,Texas,117172396,Syphilis,20851820.0,79.8
2001,Texas,75964478,Syphilis,20851820.0,79.8
2002,Texas,114972589,Syphilis,20851820.0,79.8
2003,Texas,106577654,Syphilis,20851820.0,79.8
2004,Texas,106965827,Syphilis,20851820.0,79.8
2005,Texas,101367873,Syphilis,20851820.0,79.8
2006,Texas,1064131279,Syphilis,20851820.0,79.8
2007,Texas,1160146799,Syphilis,20851820.0,79.8
2008,Texas,14051733127,Syphilis,20851820.0,79.8
2009,Texas,16441932128,Syphilis,20851820.0,79.8
2010,Texas,12301874105,Syphilis,25145561.0,96.3
2011,Texas,1169158199,Syphilis,25145561.0,96.3
2012,Texas,1627176778,Syphilis,25145561.0,96.3
2013,Texas,1475190274,Syphilis,25145561.0,96.3
2014,Texas,1636198475,Syphilis,25145561.0,96.3
2015,Texas,1680247152,Syphilis,25145561.0,96.3
2016,Texas,1955287271,Syphilis,25145561.0,96.3
2017,Texas,22333680179,Syphilis,25145561.0,96.3
2018,Texas,25384245372,Syphilis,25145561.0,96.3
2019,Texas,23574065530,Syphilis,25145561.0,96.3
2020,Texas,27085411565,Syphilis,29145505.0,111.6
2021,Texas,38657283684,Syphilis,29145505.0,111.6
2022,Texas,46558534922,Syphilis,29145505.0,111.6
2023,Texas,45628065930,Syphilis,29145505.0,111.6
2000,Utah,1102,Syphilis,2233169.0,27.2
2001,Utah,11,Syphilis,2233169.0,27.2
2002,Utah,87,Syphilis,2233169.0,27.2
2003,Utah,714,Syphilis,2233169.0,27.2
2004,Utah,1513,Syphilis,2233169.0,27.2
2005,Utah,710,Syphilis,2233169.0,27.2
2006,Utah,2721,Syphilis,2233169.0,27.2
2007,Utah,220,Syphilis,2233169.0,27.2
2008,Utah,1025,Syphilis,2233169.0,27.2
2009,Utah,731,Syphilis,2233169.0,27.2
2010,Utah,12065,Syphilis,2763885.0,33.6
2011,Utah,814,Syphilis,2763885.0,33.6
2012,Utah,842,Syphilis,2763885.0,33.6
2013,Utah,4774,Syphilis,2763885.0,33.6
2014,Utah,4147,Syphilis,2763885.0,33.6
2015,Utah,3165,Syphilis,2763885.0,33.6
2016,Utah,6192,Syphilis,2763885.0,33.6
2017,Utah,85117,Syphilis,2763885.0,33.6
2018,Utah,1101169,Syphilis,2763885.0,33.6
2019,Utah,4120138,Syphilis,2763885.0,33.6
2020,Utah,181131,Syphilis,3271616.0,39.7
2021,Utah,2131205,Syphilis,3271616.0,39.7
2022,Utah,7181238,Syphilis,3271616.0,39.7
2023,Utah,16165330,Syphilis,3271616.0,39.7
2000,Vermont,0,Syphilis,608827.0,66.1
2001,Vermont,13,Syphilis,608827.0,66.1
2002,Vermont,2,Syphilis,608827.0,66.1
2003,Vermont,1,Syphilis,608827.0,66.1
2004,Vermont,1,Syphilis,608827.0,66.1
2005,Vermont,1,Syphilis,608827.0,66.1
2006,Vermont,23,Syphilis,608827.0,66.1
2007,Vermont,110,Syphilis,608827.0,66.1
2008,Vermont,611,Syphilis,608827.0,66.1
2009,Vermont,10,Syphilis,608827.0,66.1
2010,Vermont,4,Syphilis,625741.0,67.9
2011,Vermont,19,Syphilis,625741.0,67.9
2012,Vermont,66,Syphilis,625741.0,67.9
2013,Vermont,23,Syphilis,625741.0,67.9
2014,Vermont,75,Syphilis,625741.0,67.9
2015,Vermont,69,Syphilis,625741.0,67.9
2016,Vermont,1423,Syphilis,625741.0,67.9
2017,Vermont,1313,Syphilis,625741.0,67.9
2018,Vermont,1811,Syphilis,625741.0,67.9
2019,Vermont,1111,Syphilis,625741.0,67.9
2020,Vermont,113,Syphilis,643077.0,69.8
2021,Vermont,149,Syphilis,643077.0,69.8
2022,Vermont,23,Syphilis,643077.0,69.8
2023,Vermont,93,Syphilis,643077.0,69.8
2000,Virginia,7140126,Syphilis,7078515.0,179.2
2001,Virginia,3133102,Syphilis,7078515.0,179.2
2002,Virginia,19471,Syphilis,7078515.0,179.2
2003,Virginia,17482,Syphilis,7078515.0,179.2
2004,Virginia,6108116,Syphilis,7078515.0,179.2
2005,Virginia,3148143,Syphilis,7078515.0,179.2
2006,Virginia,3165190,Syphilis,7078515.0,179.2
2007,Virginia,1177230,Syphilis,7078515.0,179.2
2008,Virginia,4238266,Syphilis,7078515.0,179.2
2009,Virginia,2233299,Syphilis,7078515.0,179.2
2010,Virginia,1275279,Syphilis,8001024.0,202.6
2011,Virginia,289213,Syphilis,8001024.0,202.6
2012,Virginia,1303285,Syphilis,8001024.0,202.6
2013,Virginia,3354315,Syphilis,8001024.0,202.6
2014,Virginia,2274289,Syphilis,8001024.0,202.6
2015,Virginia,3410334,Syphilis,8001024.0,202.6
2016,Virginia,8602459,Syphilis,8001024.0,202.6
2017,Virginia,12659536,Syphilis,8001024.0,202.6
2018,Virginia,10668702,Syphilis,8001024.0,202.6
2019,Virginia,11679659,Syphilis,8001024.0,202.6
2020,Virginia,15646701,Syphilis,8631393.0,218.6
2021,Virginia,18642745,Syphilis,8631393.0,218.6
2022,Virginia,20790936,Syphilis,8631393.0,218.6
2023,Virginia,21832932,Syphilis,8631393.0,218.6
2000,Washington,2066,Syphilis,5894121.0,88.7
2001,Washington,1957,Syphilis,5894121.0,88.7
2002,Washington,22370,Syphilis,5894121.0,88.7
2003,Washington,3682,Syphilis,5894121.0,88.7
2004,Washington,51150,Syphilis,5894121.0,88.7
2005,Washington,63152,Syphilis,5894121.0,88.7
2006,Washington,81182,Syphilis,5894121.0,88.7
2007,Washington,276154,Syphilis,5894121.0,88.7
2008,Washington,98181,Syphilis,5894121.0,88.7
2009,Washington,164139,Syphilis,5894121.0,88.7
2010,Washington,1109266,Syphilis,6724540.0,101.2
2011,Washington,2146328,Syphilis,6724540.0,101.2
2012,Washington,181302,Syphilis,6724540.0,101.2
2013,Washington,204284,Syphilis,6724540.0,101.2
2014,Washington,2198344,Syphilis,6724540.0,101.2
2015,Washington,5293445,Syphilis,6724540.0,101.2
2016,Washington,3446565,Syphilis,6724540.0,101.2
2017,Washington,6588677,Syphilis,6724540.0,101.2
2018,Washington,6599802,Syphilis,6724540.0,101.2
2019,Washington,17721816,Syphilis,6724540.0,101.2
2020,Washington,10617836,Syphilis,7705281.0,115.9
2021,Washington,150653866,Syphilis,7705281.0,115.9
2022,Washington,1920104452,Syphilis,7705281.0,115.9
2023,Washington,166557973,Syphilis,7705281.0,115.9
2000,West Virginia,33,Syphilis,1808344.0,75.2
2001,West Virginia,15,Syphilis,1808344.0,75.2
2002,West Virginia,12,Syphilis,1808344.0,75.2
2003,West Virginia,22,Syphilis,1808344.0,75.2
2004,West Virginia,93,Syphilis,1808344.0,75.2
2005,West Virginia,33,Syphilis,1808344.0,75.2
2006,West Virginia,611,Syphilis,1808344.0,75.2
2007,West Virginia,196,Syphilis,1808344.0,75.2
2008,West Virginia,11613,Syphilis,1808344.0,75.2
2009,West Virginia,88,Syphilis,1808344.0,75.2
2010,West Virginia,46,Syphilis,1852994.0,77.1
2011,West Virginia,4,Syphilis,1852994.0,77.1
2012,West Virginia,108,Syphilis,1852994.0,77.1
2013,West Virginia,1015,Syphilis,1852994.0,77.1
2014,West Virginia,2328,Syphilis,1852994.0,77.1
2015,West Virginia,4052,Syphilis,1852994.0,77.1
2016,West Virginia,25153,Syphilis,1852994.0,77.1
2017,West Virginia,33462,Syphilis,1852994.0,77.1
2018,West Virginia,15565,Syphilis,1852994.0,77.1
2019,West Virginia,68379,Syphilis,1852994.0,77.1
2020,West Virginia,9111127,Syphilis,1793716.0,74.6
2021,West Virginia,1599212,Syphilis,1793716.0,74.6
2022,West Virginia,13103218,Syphilis,1793716.0,74.6
2023,West Virginia,18108193,Syphilis,1793716.0,74.6
2000,Wisconsin,47248,Syphilis,5363675.0,99.0
2001,Wisconsin,24322,Syphilis,5363675.0,99.0
2002,Wisconsin,16630,Syphilis,5363675.0,99.0
2003,Wisconsin,5416,Syphilis,5363675.0,99.0
2004,Wisconsin,15529,Syphilis,5363675.0,99.0
2005,Wisconsin,25841,Syphilis,5363675.0,99.0
2006,Wisconsin,6068,Syphilis,5363675.0,99.0
2007,Wisconsin,19166,Syphilis,5363675.0,99.0
2008,Wisconsin,17865,Syphilis,5363675.0,99.0
2009,Wisconsin,6644,Syphilis,5363675.0,99.0
2010,Wisconsin,15249,Syphilis,5686986.0,105.0
2011,Wisconsin,15765,Syphilis,5686986.0,105.0
2012,Wisconsin,8691,Syphilis,5686986.0,105.0
2013,Wisconsin,6295,Syphilis,5686986.0,105.0
2014,Wisconsin,9186,Syphilis,5686986.0,105.0
2015,Wisconsin,9579,Syphilis,5686986.0,105.0
2016,Wisconsin,1150132,Syphilis,5686986.0,105.0
2017,Wisconsin,3199173,Syphilis,5686986.0,105.0
2018,Wisconsin,1163152,Syphilis,5686986.0,105.0
2019,Wisconsin,2193179,Syphilis,5686986.0,105.0
2020,Wisconsin,7230366,Syphilis,5893718.0,108.8
2021,Wisconsin,15375723,Syphilis,5893718.0,108.8
2022,Wisconsin,26401742,Syphilis,5893718.0,108.8
2023,Wisconsin,25365540,Syphilis,5893718.0,108.8
2000,Wyoming,1,Syphilis,493782.0,5.1
2001,Wyoming,1,Syphilis,493782.0,5.1
2002,Wyoming,0,Syphilis,493782.0,5.1
2003,Wyoming,10,Syphilis,493782.0,5.1
2004,Wyoming,3,Syphilis,493782.0,5.1
2005,Wyoming,0,Syphilis,493782.0,5.1
2006,Wyoming,0,Syphilis,493782.0,5.1
2007,Wyoming,4,Syphilis,493782.0,5.1
2008,Wyoming,13,Syphilis,493782.0,5.1
2009,Wyoming,3,Syphilis,493782.0,5.1
2010,Wyoming,30,Syphilis,563626.0,5.8
2011,Wyoming,0,Syphilis,563626.0,5.8
2012,Wyoming,24,Syphilis,563626.0,5.8
2013,Wyoming,11,Syphilis,563626.0,5.8
2014,Wyoming,14,Syphilis,563626.0,5.8
2015,Wyoming,15,Syphilis,563626.0,5.8
2016,Wyoming,57,Syphilis,563626.0,5.8
2017,Wyoming,44,Syphilis,563626.0,5.8
2018,Wyoming,1123,Syphilis,563626.0,5.8
2019,Wyoming,1011,Syphilis,563626.0,5.8
2020,Wyoming,1611,Syphilis,576851.0,5.9
2021,Wyoming,1016,Syphilis,576851.0,5.9
2022,Wyoming,921,Syphilis,576851.0,5.9
2023,Wyoming,21113,Syphilis,576851.0,5.9
2000,Alabama,310,Tuberculosis,4447100.0,87.8
2001,Alabama,264,Tuberculosis,4447100.0,87.8
2002,Alabama,233,Tuberculosis,4447100.0,87.8
2003,Alabama,258,Tuberculosis,4447100.0,87.8
2004,Alabama,211,Tuberculosis,4447100.0,87.8
2005,Alabama,216,Tuberculosis,4447100.0,87.8
2006,Alabama,196,Tuberculosis,4447100.0,87.8
2007,Alabama,176,Tuberculosis,4447100.0,87.8
2008,Alabama,176,Tuberculosis,4447100.0,87.8
2009,Alabama,168,Tuberculosis,4447100.0,87.8
2010,Alabama,146,Tuberculosis,4779736.0,94.4
2011,Alabama,161,Tuberculosis,4779736.0,94.4
2012,Alabama,134,Tuberculosis,4779736.0,94.4
2013,Alabama,108,Tuberculosis,4779736.0,94.4
2014,Alabama,133,Tuberculosis,4779736.0,94.4
2015,Alabama,119,Tuberculosis,4779736.0,94.4
2016,Alabama,112,Tuberculosis,4779736.0,94.4
2017,Alabama,120,Tuberculosis,4779736.0,94.4
2018,Alabama,90,Tuberculosis,4779736.0,94.4
2019,Alabama,87,Tuberculosis,4779736.0,94.4
2020,Alabama,72,Tuberculosis,5024279.0,99.2
2021,Alabama,91,Tuberculosis,5024279.0,99.2
2022,Alabama,65,Tuberculosis,5024279.0,99.2
2023,Alabama,92,Tuberculosis,5024279.0,99.2
2000,Alaska,108,Tuberculosis,626932.0,1.1
2001,Alaska,54,Tuberculosis,626932.0,1.1
2002,Alaska,49,Tuberculosis,626932.0,1.1
2003,Alaska,57,Tuberculosis,626932.0,1.1
2004,Alaska,43,Tuberculosis,626932.0,1.1
2005,Alaska,59,Tuberculosis,626932.0,1.1
2006,Alaska,70,Tuberculosis,626932.0,1.1
2007,Alaska,50,Tuberculosis,626932.0,1.1
2008,Alaska,50,Tuberculosis,626932.0,1.1
2009,Alaska,37,Tuberculosis,626932.0,1.1
2010,Alaska,57,Tuberculosis,710231.0,1.2
2011,Alaska,67,Tuberculosis,710231.0,1.2
2012,Alaska,65,Tuberculosis,710231.0,1.2
2013,Alaska,71,Tuberculosis,710231.0,1.2
2014,Alaska,62,Tuberculosis,710231.0,1.2
2015,Alaska,68,Tuberculosis,710231.0,1.2
2016,Alaska,57,Tuberculosis,710231.0,1.2
2017,Alaska,53,Tuberculosis,710231.0,1.2
2018,Alaska,63,Tuberculosis,710231.0,1.2
2019,Alaska,58,Tuberculosis,710231.0,1.2
2020,Alaska,58,Tuberculosis,733391.0,1.3
2021,Alaska,58,Tuberculosis,733391.0,1.3
2022,Alaska,95,Tuberculosis,733391.0,1.3
2023,Alaska,77,Tuberculosis,733391.0,1.3
2000,Arizona,261,Tuberculosis,5130632.0,45.2
2001,Arizona,289,Tuberculosis,5130632.0,45.2
2002,Arizona,263,Tuberculosis,5130632.0,45.2
2003,Arizona,295,Tuberculosis,5130632.0,45.2
2004,Arizona,272,Tuberculosis,5130632.0,45.2
2005,Arizona,281,Tuberculosis,5130632.0,45.2
2006,Arizona,313,Tuberculosis,5130632.0,45.2
2007,Arizona,302,Tuberculosis,5130632.0,45.2
2008,Arizona,227,Tuberculosis,5130632.0,45.2
2009,Arizona,232,Tuberculosis,5130632.0,45.2
2010,Arizona,282,Tuberculosis,6392017.0,56.3
2011,Arizona,255,Tuberculosis,6392017.0,56.3
2012,Arizona,211,Tuberculosis,6392017.0,56.3
2013,Arizona,184,Tuberculosis,6392017.0,56.3
2014,Arizona,193,Tuberculosis,6392017.0,56.3
2015,Arizona,198,Tuberculosis,6392017.0,56.3
2016,Arizona,188,Tuberculosis,6392017.0,56.3
2017,Arizona,188,Tuberculosis,6392017.0,56.3
2018,Arizona,178,Tuberculosis,6392017.0,56.3
2019,Arizona,183,Tuberculosis,6392017.0,56.3
2020,Arizona,136,Tuberculosis,7151502.0,62.9
2021,Arizona,129,Tuberculosis,7151502.0,62.9
2022,Arizona,154,Tuberculosis,7151502.0,62.9
2023,Arizona,202,Tuberculosis,7151502.0,62.9
2000,Arkansas,199,Tuberculosis,2673400.0,51.4
2001,Arkansas,162,Tuberculosis,2673400.0,51.4
2002,Arkansas,136,Tuberculosis,2673400.0,51.4
2003,Arkansas,128,Tuberculosis,2673400.0,51.4
2004,Arkansas,134,Tuberculosis,2673400.0,51.4
2005,Arkansas,117,Tuberculosis,2673400.0,51.4
2006,Arkansas,102,Tuberculosis,2673400.0,51.4
2007,Arkansas,106,Tuberculosis,2673400.0,51.4
2008,Arkansas,83,Tuberculosis,2673400.0,51.4
2009,Arkansas,82,Tuberculosis,2673400.0,51.4
2010,Arkansas,78,Tuberculosis,2915918.0,56.0
2011,Arkansas,85,Tuberculosis,2915918.0,56.0
2012,Arkansas,70,Tuberculosis,2915918.0,56.0
2013,Arkansas,72,Tuberculosis,2915918.0,56.0
2014,Arkansas,93,Tuberculosis,2915918.0,56.0
2015,Arkansas,90,Tuberculosis,2915918.0,56.0
2016,Arkansas,91,Tuberculosis,2915918.0,56.0
2017,Arkansas,85,Tuberculosis,2915918.0,56.0
2018,Arkansas,76,Tuberculosis,2915918.0,56.0
2019,Arkansas,64,Tuberculosis,2915918.0,56.0
2020,Arkansas,59,Tuberculosis,3011524.0,57.9
2021,Arkansas,69,Tuberculosis,3011524.0,57.9
2022,Arkansas,68,Tuberculosis,3011524.0,57.9
2023,Arkansas,83,Tuberculosis,3011524.0,57.9
2000,California,3288,Tuberculosis,33871648.0,217.4
2001,California,3329,Tuberculosis,33871648.0,217.4
2002,California,3172,Tuberculosis,33871648.0,217.4
2003,California,3218,Tuberculosis,33871648.0,217.4
2004,California,2990,Tuberculosis,33871648.0,217.4
2005,California,2897,Tuberculosis,33871648.0,217.4
2006,California,2776,Tuberculosis,33871648.0,217.4
2007,California,2722,Tuberculosis,33871648.0,217.4
2008,California,2695,Tuberculosis,33871648.0,217.4
2009,California,2466,Tuberculosis,33871648.0,217.4
2010,California,2323,Tuberculosis,37253956.0,239.1
2011,California,2320,Tuberculosis,37253956.0,239.1
2012,California,2185,Tuberculosis,37253956.0,239.1
2013,California,2163,Tuberculosis,37253956.0,239.1
2014,California,2130,Tuberculosis,37253956.0,239.1
2015,California,2131,Tuberculosis,37253956.0,239.1
2016,California,2059,Tuberculosis,37253956.0,239.1
2017,California,2057,Tuberculosis,37253956.0,239.1
2018,California,2096,Tuberculosis,37253956.0,239.1
2019,California,2110,Tuberculosis,37253956.0,239.1
2020,California,1703,Tuberculosis,39538223.0,253.7
2021,California,1749,Tuberculosis,39538223.0,253.7
2022,California,1845,Tuberculosis,39538223.0,253.7
2023,California,2112,Tuberculosis,39538223.0,253.7
2000,Colorado,97,Tuberculosis,4301261.0,41.5
2001,Colorado,138,Tuberculosis,4301261.0,41.5
2002,Colorado,103,Tuberculosis,4301261.0,41.5
2003,Colorado,111,Tuberculosis,4301261.0,41.5
2004,Colorado,128,Tuberculosis,4301261.0,41.5
2005,Colorado,101,Tuberculosis,4301261.0,41.5
2006,Colorado,124,Tuberculosis,4301261.0,41.5
2007,Colorado,111,Tuberculosis,4301261.0,41.5
2008,Colorado,103,Tuberculosis,4301261.0,41.5
2009,Colorado,85,Tuberculosis,4301261.0,41.5
2010,Colorado,71,Tuberculosis,5029196.0,48.5
2011,Colorado,70,Tuberculosis,5029196.0,48.5
2012,Colorado,64,Tuberculosis,5029196.0,48.5
2013,Colorado,74,Tuberculosis,5029196.0,48.5
2014,Colorado,64,Tuberculosis,5029196.0,48.5
2015,Colorado,73,Tuberculosis,5029196.0,48.5
2016,Colorado,64,Tuberculosis,5029196.0,48.5
2017,Colorado,84,Tuberculosis,5029196.0,48.5
2018,Colorado,64,Tuberculosis,5029196.0,48.5
2019,Colorado,66,Tuberculosis,5029196.0,48.5
2020,Colorado,52,Tuberculosis,5773714.0,55.7
2021,Colorado,58,Tuberculosis,5773714.0,55.7
2022,Colorado,57,Tuberculosis,5773714.0,55.7
2023,Colorado,89,Tuberculosis,5773714.0,55.7
2000,Connecticut,105,Tuberculosis,3405565.0,703.3
2001,Connecticut,121,Tuberculosis,3405565.0,703.3
2002,Connecticut,105,Tuberculosis,3405565.0,703.3
2003,Connecticut,111,Tuberculosis,3405565.0,703.3
2004,Connecticut,101,Tuberculosis,3405565.0,703.3
2005,Connecticut,96,Tuberculosis,3405565.0,703.3
2006,Connecticut,89,Tuberculosis,3405565.0,703.3
2007,Connecticut,108,Tuberculosis,3405565.0,703.3
2008,Connecticut,98,Tuberculosis,3405565.0,703.3
2009,Connecticut,95,Tuberculosis,3405565.0,703.3
2010,Connecticut,85,Tuberculosis,3574097.0,738.1
2011,Connecticut,83,Tuberculosis,3574097.0,738.1
2012,Connecticut,74,Tuberculosis,3574097.0,738.1
2013,Connecticut,62,Tuberculosis,3574097.0,738.1
2014,Connecticut,60,Tuberculosis,3574097.0,738.1
2015,Connecticut,70,Tuberculosis,3574097.0,738.1
2016,Connecticut,52,Tuberculosis,3574097.0,738.1
2017,Connecticut,63,Tuberculosis,3574097.0,738.1
2018,Connecticut,51,Tuberculosis,3574097.0,738.1
2019,Connecticut,67,Tuberculosis,3574097.0,738.1
2020,Connecticut,54,Tuberculosis,3605944.0,744.7
2021,Connecticut,54,Tuberculosis,3605944.0,744.7
2022,Connecticut,67,Tuberculosis,3605944.0,744.7
2023,Connecticut,66,Tuberculosis,3605944.0,744.7
2000,Delaware,28,Tuberculosis,783600.0,402.1
2001,Delaware,33,Tuberculosis,783600.0,402.1
2002,Delaware,25,Tuberculosis,783600.0,402.1
2003,Delaware,32,Tuberculosis,783600.0,402.1
2004,Delaware,33,Tuberculosis,783600.0,402.1
2005,Delaware,27,Tuberculosis,783600.0,402.1
2006,Delaware,29,Tuberculosis,783600.0,402.1
2007,Delaware,19,Tuberculosis,783600.0,402.1
2008,Delaware,23,Tuberculosis,783600.0,402.1
2009,Delaware,19,Tuberculosis,783600.0,402.1
2010,Delaware,20,Tuberculosis,897934.0,460.8
2011,Delaware,21,Tuberculosis,897934.0,460.8
2012,Delaware,28,Tuberculosis,897934.0,460.8
2013,Delaware,19,Tuberculosis,897934.0,460.8
2014,Delaware,22,Tuberculosis,897934.0,460.8
2015,Delaware,22,Tuberculosis,897934.0,460.8
2016,Delaware,16,Tuberculosis,897934.0,460.8
2017,Delaware,15,Tuberculosis,897934.0,460.8
2018,Delaware,21,Tuberculosis,897934.0,460.8
2019,Delaware,19,Tuberculosis,897934.0,460.8
2020,Delaware,17,Tuberculosis,989948.0,508.0
2021,Delaware,41,Tuberculosis,989948.0,508.0
2022,Delaware,13,Tuberculosis,989948.0,508.0
2023,Delaware,21,Tuberculosis,989948.0,508.0
2000,District of Columbia,85,Tuberculosis,572059.0,9370.6
2001,District of Columbia,74,Tuberculosis,572059.0,9370.6
2002,District of Columbia,82,Tuberculosis,572059.0,9370.6
2003,District of Columbia,79,Tuberculosis,572059.0,9370.6
2004,District of Columbia,81,Tuberculosis,572059.0,9370.6
2005,District of Columbia,55,Tuberculosis,572059.0,9370.6
2006,District of Columbia,72,Tuberculosis,572059.0,9370.6
2007,District of Columbia,59,Tuberculosis,572059.0,9370.6
2008,District of Columbia,54,Tuberculosis,572059.0,9370.6
2009,District of Columbia,41,Tuberculosis,572059.0,9370.6
2010,District of Columbia,43,Tuberculosis,601723.0,9856.5
2011,District of Columbia,57,Tuberculosis,601723.0,9856.5
2012,District of Columbia,38,Tuberculosis,601723.0,9856.5
2013,District of Columbia,37,Tuberculosis,601723.0,9856.5
2014,District of Columbia,32,Tuberculosis,601723.0,9856.5
2015,District of Columbia,33,Tuberculosis,601723.0,9856.5
2016,District of Columbia,25,Tuberculosis,601723.0,9856.5
2017,District of Columbia,36,Tuberculosis,601723.0,9856.5
2018,District of Columbia,36,Tuberculosis,601723.0,9856.5
